date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:19	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/a4Yd8g--G-I?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/a4Yd8g--G-I.8c8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:20	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/2zno8HaTD_o?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/2zno8HaTD_o.8d8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:21	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/cYGSb0ooxvs?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/cYGSb0ooxvs.8e8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:23	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/3_6znYKGss8?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/3_6znYKGss8.8f8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:24	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Dw85-am4tM0?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Dw85-am4tM0.908344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:25	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/6MF5ktIcU7I?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/6MF5ktIcU7I.918344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:26	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/PflH4hSzEgY?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/PflH4hSzEgY.928344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:27	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/deEnnj5zIS4?index=17&wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/deEnnj5zIS4.93fbd8.delayed	(from http://www.mervynupton.co.uk/films)
18:45:28	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/B0VpFsHN1zk?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/B0VpFsHN1zk.948344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:29	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Sp6UguF7F58?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Sp6UguF7F58.958344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:30	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/8jzhdqAhjtE?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/8jzhdqAhjtE.968344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:31	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/oW7HYDJ6LkM?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/oW7HYDJ6LkM.978344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:32	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/6VM0gWnmfxA?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/6VM0gWnmfxA.988344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:33	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/A5ItIQ61a0g?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/A5ItIQ61a0g.998344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:34	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/a5XC8yxNBco?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/a5XC8yxNBco.9a8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:35	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/67rj-L8g1CE?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/67rj-L8g1CE.9b8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:36	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/iOxG94RkZvc?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/iOxG94RkZvc.9c8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:37	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Srw76nhUOTY?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Srw76nhUOTY.9d8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:38	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/10eNmtri1o4?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/10eNmtri1o4.9e8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:39	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/dEcH4XbWbCY?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/dEcH4XbWbCY.9f8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:41	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/6YXWo_EWBV4?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/6YXWo_EWBV4.a08344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:42	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/JbV8pv0uyzE?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/JbV8pv0uyzE.a18344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:43	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/dobEhXQP658?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/dobEhXQP658.a28344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:45	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/cfy0VfMgeqU?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/cfy0VfMgeqU.a38344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:46	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/QPGlSP0dbno?index=34&wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/QPGlSP0dbno.a4c537.delayed	(from http://www.mervynupton.co.uk/films)
18:45:47	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/qemMH6iNGbw?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/qemMH6iNGbw.a58344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:48	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Igqf8sAskaw?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Igqf8sAskaw.a68344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:49	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/NlSvaP38lv0?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/NlSvaP38lv0.a78344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:50	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/2A6-ZvuKo0o?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/2A6-ZvuKo0o.a88344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:52	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/aGXOepwunsY?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/aGXOepwunsY.a98344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:52	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/GraVRHuGWnE?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/GraVRHuGWnE.aa8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:53	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/tAjCQKpicq0?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/tAjCQKpicq0.ab8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:54	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Ogm2MSDgkWI?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Ogm2MSDgkWI.ac8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:55	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/WTZW5E1cbJo?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/WTZW5E1cbJo.ad8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:56	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/p-xqprfKI2c?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/p-xqprfKI2c.ae8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:57	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/ybsX_I-6h9I?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/ybsX_I-6h9I.af8344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:58	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/6_K2Xag7uZw?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/6_K2Xag7uZw.b08344.delayed	(from http://www.mervynupton.co.uk/films)
18:45:59	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/mXGwGNCyK0Y?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/mXGwGNCyK0Y.b18344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:00	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/PBCm0j2DlW8?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/PBCm0j2DlW8.b28344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:01	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/AU2ueUADlk0?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/AU2ueUADlk0.b38344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:02	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/_47RdR72wjU?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/_47RdR72wjU.b48344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:03	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%229bebb6499ae283c77da40befadc0ed91%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/E2JAoqAYudI?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/E2JAoqAYudI.b58344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:04	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Fb6MIn7TFDE?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Fb6MIn7TFDE.b68344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:05	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/4YERhkcXQ38?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/4YERhkcXQ38.b78344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:06	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/IBVPt8rRmDQ?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/IBVPt8rRmDQ.b88344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:07	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/9fpDajVaQBc?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/9fpDajVaQBc.b98344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:08	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Eo3OIbOQM3s?list=PLzA5WNGSs-SHRzokcaSr3-cI12hI8KYgB&wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Eo3OIbOQM3s.ba2420.delayed	(from http://www.mervynupton.co.uk/films)
18:46:09	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/Y6XNKpzVl3A?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/Y6XNKpzVl3A.bb8344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:10	25835/25835	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%220baa799171fdff4c6ea79b5de252d482%22	http://www.mervynupton.co.uk/%22//www.youtube.com/embed/lvwo79gdncw?wmode=opaque&enablejsapi=1%22	Desktop/mervyn-upton/www.mervynupton.co.uk/_/www.youtube.com/embed/lvwo79gdncw.bc8344.delayed	(from http://www.mervynupton.co.uk/films)
18:46:16	57257/57257	---MCZ	200	added ('OK')	text/html	etag:W/%224182ecc712fb96c397c24f19fc0da3da-gzip%22	http://www.mervynupton.co.uk/mervyns-war-years/	Desktop/mervyn-upton/www.mervynupton.co.uk/mervyns-war-years/index.html	(from http://www.mervynupton.co.uk/mervyns-war-years)
18:46:16	64451/64451	---MCZ	200	added ('OK')	text/html	etag:W/%225a01b49b0c0013fe442e69d3dd7f1270-gzip%22	http://www.mervynupton.co.uk/childhood-school-days/	Desktop/mervyn-upton/www.mervynupton.co.uk/childhood-school-days/index.html	(from http://www.mervynupton.co.uk/childhood-school-days)
18:46:16	56272/56272	---MCZ	200	added ('OK')	text/html	etag:W/%220de9d50738b5da91e7c74e62f99b5d99-gzip%22	http://www.mervynupton.co.uk/national-service/	Desktop/mervyn-upton/www.mervynupton.co.uk/national-service/index.html	(from http://www.mervynupton.co.uk/national-service)
18:46:16	61106/61106	---MCZ	200	added ('OK')	text/html	etag:W/%22e05e1b5bcabb11121056748dd6c097fe-gzip%22	http://www.mervynupton.co.uk/college-years/	Desktop/mervyn-upton/www.mervynupton.co.uk/college-years/index.html	(from http://www.mervynupton.co.uk/college-years)
18:46:19	40151/40151	---MCZ	200	added ('OK')	text/html	etag:W/%220f50aa9ba72c8cd4f0c1f2c9a1db4a32-gzip%22	http://www.mervynupton.co.uk/career-years/	Desktop/mervyn-upton/www.mervynupton.co.uk/career-years/index.html	(from http://www.mervynupton.co.uk/career-years)
18:46:19	71384/71384	---MCZ	200	added ('OK')	text/html	etag:W/%228bc0705c664950cd80477f303fd7ad70-gzip%22	http://www.mervynupton.co.uk/mervyns-memories-of-friends/	Desktop/mervyn-upton/www.mervynupton.co.uk/mervyns-memories-of-friends/index.html	(from http://www.mervynupton.co.uk/mervyns-memories-of-friends)
18:46:19	53611/53611	---MCZ	200	added ('OK')	text/html	etag:W/%2298800de014b07ff65eb16abb5c452f42-gzip%22	http://www.mervynupton.co.uk/local-community/	Desktop/mervyn-upton/www.mervynupton.co.uk/local-community/index.html	(from http://www.mervynupton.co.uk/local-community)
18:46:19	57439/57439	---MCZ	200	added ('OK')	text/html	etag:W/%22d9bb2f9f87b62afd4818f941df18c61c-gzip%22	http://www.mervynupton.co.uk/mervyns-memories-of-eastville-park-methodist-church/	Desktop/mervyn-upton/www.mervynupton.co.uk/mervyns-memories-of-eastville-park-methodist-church/index.html	(from http://www.mervynupton.co.uk/mervyns-memories-of-eastville-park-methodist-church)
18:46:21	45069/45069	---MCZ	200	added ('OK')	text/html	etag:W/%22fe1fbdcb571579e8f32de33d6de7ead2-gzip%22	http://www.mervynupton.co.uk/mervyns-hobbies/	Desktop/mervyn-upton/www.mervynupton.co.uk/mervyns-hobbies/index.html	(from http://www.mervynupton.co.uk/mervyns-hobbies)
18:46:23	35636/35636	---MCZ	200	added ('OK')	text/html	etag:W/%22696158bcd9fc71eb3075b57b7a102476-gzip%22	http://www.mervynupton.co.uk/other-memories/	Desktop/mervyn-upton/www.mervynupton.co.uk/other-memories/index.html	(from http://www.mervynupton.co.uk/other-memories)
18:46:23	50351/50351	---MCZ	200	added ('OK')	text/html	etag:W/%225a71cf34e5c9d1e73be1bfdad4024151-gzip%22	http://www.mervynupton.co.uk/mervyns-memories-of-holidays-over-the-years/	Desktop/mervyn-upton/www.mervynupton.co.uk/mervyns-memories-of-holidays-over-the-years/index.html	(from http://www.mervynupton.co.uk/mervyns-memories-of-holidays-over-the-years)
18:46:23	44165/44165	---MCZ	200	added ('OK')	text/html	etag:W/%22b17f2ee06cd3f245e88fcb43a95c77e0-gzip%22	http://www.mervynupton.co.uk/celebrations/	Desktop/mervyn-upton/www.mervynupton.co.uk/celebrations/index.html	(from http://www.mervynupton.co.uk/celebrations)
